,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,school_holiday,school_holiday_lower,school_holiday_upper,state_holiday,state_holiday_lower,state_holiday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
226,2013-09-28,6960.475697899753,2811.5484624181363,9509.816135768213,6960.475697899753,6960.475697899753,-879.9107844490084,-879.9107844490084,-879.9107844490084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538523389,-857.8598538523389,-857.8598538523389,-22.050930596669357,-22.050930596669357,-22.050930596669357,0.0,0.0,0.0,6080.564913450745
227,2013-09-30,6962.1904494912105,5683.653262445019,12644.951062173554,6962.1904494912105,6962.1904494912105,2250.86972628564,2250.86972628564,2250.86972628564,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,1686.5684034439164,1686.5684034439164,1686.5684034439164,-75.21062195110953,-75.21062195110953,-75.21062195110953,0.0,0.0,0.0,9213.06017577685
228,2013-10-01,6963.047825286939,4508.787518668655,11278.203188516223,6963.047825286939,6963.047825286939,846.7415338561365,846.7415338561365,846.7415338561365,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,323.082531888021,323.082531888021,323.082531888021,-115.85294282471705,-115.85294282471705,-115.85294282471705,0.0,0.0,0.0,7809.789359143076
229,2013-10-02,6963.905201082668,4256.9530045936235,10736.088919190506,6963.905201082668,6963.905201082668,534.8606759383854,534.8606759383854,534.8606759383854,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,60.03631648799445,60.03631648799445,60.03631648799445,-164.68758534244154,-164.68758534244154,-164.68758534244154,0.0,0.0,0.0,7498.765877021054
230,2013-10-04,6965.619952674126,3490.042514467553,10701.829434629417,6965.619952674126,6965.619952674126,154.573875027354,154.573875027354,154.573875027354,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-202.7081597155542,-202.7081597155542,-202.7081597155542,-282.2299100499244,-282.2299100499244,-282.2299100499244,0.0,0.0,0.0,7120.19382770148
231,2013-10-05,6966.477328469854,2901.808927330043,9714.457157745876,6966.477328469854,6966.477328469854,-566.5530300645956,-566.5530300645956,-566.5530300645956,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-857.8598538500515,-857.8598538500515,-857.8598538500515,-348.2051210073766,-348.2051210073766,-348.2051210073766,0.0,0.0,0.0,6399.924298405258
232,2013-10-07,6968.192080061312,5241.672253071489,11947.679888993434,6968.192080061312,6968.192080061312,1839.1252241983982,1839.1252241983982,1839.1252241983982,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,1686.5684034442688,1686.5684034442688,1686.5684034442688,-486.9551240387032,-486.9551240387032,-486.9551240387032,0.0,0.0,0.0,8807.31730425971
233,2013-10-08,6969.04945585704,4041.6653437499162,10709.182711235322,6969.04945585704,6969.04945585704,406.05910447152854,406.05910447152854,406.05910447152854,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,323.08253188734545,323.08253188734545,323.08253188734545,-556.5353722086495,-556.5353722086495,-556.5353722086495,0.0,0.0,0.0,7375.108560328568
234,2013-10-09,6969.906831652769,3752.110988805729,10388.426874558541,6969.906831652769,6969.906831652769,75.41700236223402,75.41700236223402,75.41700236223402,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,60.03631648789591,60.03631648789591,60.03631648789591,-624.1312589184945,-624.1312589184945,-624.1312589184945,0.0,0.0,0.0,7045.323834015003
235,2013-10-10,6970.764207448498,3435.551415299682,10518.60259720713,6970.764207448498,6970.764207448498,-205.8691671995544,-205.8691671995544,-205.8691671995544,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-157.16381236852584,-157.16381236852584,-157.16381236852584,-688.2172996238611,-688.2172996238611,-688.2172996238611,0.0,0.0,0.0,6764.895040248944
236,2013-10-11,6971.621583244227,2904.7166375464794,10016.137935363236,6971.621583244227,6971.621583244227,-310.5615437594676,-310.5615437594676,-310.5615437594676,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-202.70815972066083,-202.70815972066083,-202.70815972066083,-747.3653288316393,-747.3653288316393,-747.3653288316393,0.0,0.0,0.0,6661.060039484759
237,2013-10-12,6972.478959039956,2500.153147011069,9640.360653458978,6972.478959039956,6972.478959039956,-1018.6266623474883,-1018.6266623474883,-1018.6266623474883,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-857.85985385276,-857.85985385276,-857.85985385276,-800.2787532875609,-800.2787532875609,-800.2787532875609,0.0,0.0,0.0,5953.8522966924675
238,2013-10-14,6974.193710631413,5256.274306146153,11802.53948967994,6974.193710631413,6974.193710631413,1443.0294090035763,1443.0294090035763,1443.0294090035763,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,1686.5684034449607,1686.5684034449607,1686.5684034449607,-883.050939234217,-883.050939234217,-883.050939234217,0.0,0.0,0.0,8417.22311963499
239,2013-10-15,6975.051086427141,3772.7220256641513,10349.9375113075,6975.051086427141,6975.051086427141,51.37072412492374,51.37072412492374,51.37072412492374,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,323.0825318893252,323.0825318893252,323.0825318893252,-911.223752557234,-911.223752557234,-911.223752557234,0.0,0.0,0.0,7026.421810552065
240,2013-10-16,6975.90846222287,3491.1178476551913,10141.429951445149,6975.90846222287,6975.90846222287,-230.27649069096458,-230.27649069096458,-230.27649069096458,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,60.03631648701356,60.03631648701356,60.03631648701356,-929.8247519708106,-929.8247519708106,-929.8247519708106,0.0,0.0,0.0,6745.631971531906
241,2013-10-17,6976.7658380185985,3017.8907361633237,9864.351441194185,6976.7658380185985,6976.7658380185985,-456.2195867507674,-456.2195867507674,-456.2195867507674,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-157.16381236389321,-157.16381236389321,-157.16381236389321,-938.5677191797067,-938.5677191797067,-938.5677191797067,0.0,0.0,0.0,6520.546251267831
242,2013-10-18,6977.623213814328,3087.629842968857,9963.749248447648,6977.623213814328,6977.623213814328,-500.59461192890046,-500.59461192890046,-500.59461192890046,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-202.7081597185403,-202.7081597185403,-202.7081597185403,-937.3983970031926,-937.3983970031926,-937.3983970031926,0.0,0.0,0.0,6477.028601885428
243,2013-10-19,6978.480589610057,2330.167970649539,9095.598430886646,6978.480589610057,6978.480589610057,-1144.8374171499863,-1144.8374171499863,-1144.8374171499863,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-857.8598538493703,-857.8598538493703,-857.8598538493703,-926.4895080934484,-926.4895080934484,-926.4895080934484,0.0,0.0,0.0,5833.643172460071
244,2013-10-21,6980.195341201515,5139.369511679196,11755.436628884128,6980.195341201515,6980.195341201515,1448.8755602201124,1448.8755602201124,1448.8755602201124,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,1686.5684034436204,1686.5684034436204,1686.5684034436204,-877.2047880163406,-877.2047880163406,-877.2047880163406,0.0,0.0,0.0,8429.070901421626
245,2013-10-22,6981.052716997242,3713.6393773796713,10559.288789599514,6981.052716997242,6981.052716997242,122.41671118112836,122.41671118112836,122.41671118112836,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,323.08253189130494,323.08253189130494,323.08253189130494,-840.1777655030091,-840.1777655030091,-840.1777655030091,0.0,0.0,0.0,7103.46942817837
246,2013-10-23,6981.910092792971,3290.8195966443805,10269.991903545046,6981.910092792971,6981.910092792971,-96.51009438947531,-96.51009438947531,-96.51009438947531,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,60.036316488756995,60.036316488756995,60.036316488756995,-796.0583556710648,-796.0583556710648,-796.0583556710648,0.0,0.0,0.0,6885.399998403496
247,2013-10-24,6982.7674685887,3407.194072556609,10074.867285898052,6982.7674685887,6982.7674685887,-263.52470061827256,-263.52470061827256,-263.52470061827256,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-157.16381236618557,-157.16381236618557,-157.16381236618557,-745.8728330449195,-745.8728330449195,-745.8728330449195,0.0,0.0,0.0,6719.242767970427
248,2013-10-25,6983.624844384429,3290.410483680832,9979.875846974383,6983.624844384429,6983.624844384429,-253.9253198162781,-253.9253198162781,-253.9253198162781,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-202.70815972003328,-202.70815972003328,-202.70815972003328,-690.7291048890772,-690.7291048890772,-690.7291048890772,0.0,0.0,0.0,6729.699524568151
249,2013-10-26,6984.482220180157,2232.978123163734,8882.352459430347,6984.482220180157,6984.482220180157,-1489.6399117030196,-1489.6399117030196,-1489.6399117030196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538511053,-857.8598538511053,-857.8598538511053,-631.7800578519143,-631.7800578519143,-631.7800578519143,0.0,0.0,0.0,5494.8423084771375
250,2013-10-28,6986.196971771615,5580.781381032078,12431.850483110871,6986.196971771615,6986.196971771615,1819.0032494766538,1819.0032494766538,1819.0032494766538,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,1686.5684034446522,1686.5684034446522,1686.5684034446522,-507.0770987608307,-507.0770987608307,-507.0770987608307,0.0,0.0,0.0,8805.20022124827
251,2013-10-29,6987.054347300029,4232.173482199437,10829.024725414845,6987.054347300029,6987.054347300029,519.0769198646453,519.0769198646453,519.0769198646453,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,323.08253188936084,323.08253188936084,323.08253188936084,-443.51755681754804,-443.51755681754804,-443.51755681754804,0.0,0.0,0.0,7506.131267164674
252,2013-10-30,6987.911722828443,4036.9460992079826,10474.189293453706,6987.911722828443,6987.911722828443,319.0767175948483,319.0767175948483,319.0767175948483,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,60.036316485249266,60.036316485249266,60.036316485249266,-380.4715436832335,-380.4715436832335,-380.4715436832335,0.0,0.0,0.0,7306.988440423292
253,2013-10-31,6988.769098356858,4404.275019492046,11394.61450629074,6988.769098356858,6988.769098356858,1009.854812337721,1009.854812337721,1009.854812337721,1485.791571311854,1485.791571311854,1485.791571311854,639.5119447928325,639.5119447928325,639.5119447928325,846.2796265190217,846.2796265190217,846.2796265190217,-157.16381236952967,-157.16381236952967,-157.16381236952967,-318.7729466046034,-318.7729466046034,-318.7729466046034,0.0,0.0,0.0,7998.6239106945795
254,2013-11-01,6989.626473885272,4877.969603787761,11422.85855515923,6989.626473885272,6989.626473885272,1023.9841914456496,1023.9841914456496,1023.9841914456496,1485.791571311854,1485.791571311854,1485.791571311854,639.5119447928325,639.5119447928325,639.5119447928325,846.2796265190217,846.2796265190217,846.2796265190217,-202.70815971783404,-202.70815971783404,-202.70815971783404,-259.09922014837036,-259.09922014837036,-259.09922014837036,0.0,0.0,0.0,8013.610665330922
255,2013-11-02,6990.4838494136875,2722.0912560160873,9442.815723281694,6990.4838494136875,6990.4838494136875,-1059.810190978093,-1059.810190978093,-1059.810190978093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538507646,-857.8598538507646,-857.8598538507646,-201.95033712732834,-201.95033712732834,-201.95033712732834,0.0,0.0,0.0,5930.673658435595
256,2013-11-04,6992.198600470516,5012.114486724165,12170.125103421116,6992.198600470516,6992.198600470516,1590.3146036387998,1590.3146036387998,1590.3146036387998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.5684034450046,1686.5684034450046,1686.5684034450046,-96.2537998062048,-96.2537998062048,-96.2537998062048,0.0,0.0,0.0,8582.513204109317
257,2013-11-05,6993.055975998931,4244.255598023693,10596.035931743741,6993.055975998931,6993.055975998931,275.3705149884715,275.3705149884715,275.3705149884715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0825318926092,323.0825318926092,323.0825318926092,-47.712016904137734,-47.712016904137734,-47.712016904137734,0.0,0.0,0.0,7268.426490987403
258,2013-11-06,6993.913351527345,3843.188431099135,10435.301797757531,6993.913351527345,6993.913351527345,58.32811681836857,58.32811681836857,58.32811681836857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.03631648777616,60.03631648777616,60.03631648777616,-1.7081996694075883,-1.7081996694075883,-1.7081996694075883,0.0,0.0,0.0,7052.241468345714
259,2013-11-07,6994.77072705576,3475.7177406854526,10463.103819894477,6994.77072705576,6994.77072705576,-114.91624115687706,-114.91624115687706,-114.91624115687706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.16381236835952,-157.16381236835952,-157.16381236835952,42.24757121148246,42.24757121148246,42.24757121148246,0.0,0.0,0.0,6879.8544858988835
260,2013-11-08,6995.628102584174,3527.851953657936,10306.036414687189,6995.628102584174,6995.628102584174,-117.88977347450557,-117.88977347450557,-117.88977347450557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.70815971932706,-202.70815971932706,-202.70815971932706,84.81838624482147,84.81838624482147,84.81838624482147,0.0,0.0,0.0,6877.738329109668
261,2013-11-09,6996.485478112589,3006.686927632885,9876.881811815521,6996.485478112589,6996.485478112589,-731.0420235025849,-731.0420235025849,-731.0420235025849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.859853853473,-857.859853853473,-857.859853853473,126.81783035088817,126.81783035088817,126.81783035088817,0.0,0.0,0.0,6265.443454610004
262,2013-11-11,6998.200229169418,5473.927076463292,12243.09058390668,6998.200229169418,6998.200229169418,1899.5060108977807,1899.5060108977807,1899.5060108977807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.5684034436642,1686.5684034436642,1686.5684034436642,212.93760745411652,212.93760745411652,212.93760745411652,0.0,0.0,0.0,8897.706240067198
263,2013-11-12,6999.057604697831,4241.671082551062,11233.577299329629,6999.057604697831,6999.057604697831,582.2477592824864,582.2477592824864,582.2477592824864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.08253189066534,323.08253189066534,323.08253189066534,259.16522739182113,259.16522739182113,259.16522739182113,0.0,0.0,0.0,7581.305363980317
264,2013-11-13,6999.914980226246,4113.494577606569,10812.809952770103,6999.914980226246,6999.914980226246,368.9981099287758,368.9981099287758,368.9981099287758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.03631648689387,60.03631648689387,60.03631648689387,308.961793441882,308.961793441882,308.961793441882,0.0,0.0,0.0,7368.9130901550225
265,2013-11-14,7000.772355754661,3706.025001306724,10538.01224364126,7000.772355754661,7000.772355754661,206.23654087055525,206.23654087055525,206.23654087055525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.1638123671894,-157.1638123671894,-157.1638123671894,363.40035323774464,363.40035323774464,363.40035323774464,0.0,0.0,0.0,7207.008896625216
266,2013-11-15,7001.629731283076,3731.5821654683596,10821.235515891145,7001.629731283076,7001.629731283076,220.78192423853528,220.78192423853528,220.78192423853528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.70815971720643,-202.70815971720643,-202.70815971720643,423.49008395574174,423.49008395574174,423.49008395574174,0.0,0.0,0.0,7222.411655521611
267,2013-11-16,7002.48710681149,3412.0338262767423,10061.564162383092,7002.48710681149,7002.48710681149,-367.72273761515686,-367.72273761515686,-367.72273761515686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.85985384911,-857.85985384911,-857.85985384911,490.13711623395324,490.13711623395324,490.13711623395324,0.0,0.0,0.0,6634.764369196333
268,2013-11-18,7004.201857868319,6201.159462651759,12745.713270198716,7004.201857868319,7004.201857868319,2332.5611578109615,2332.5611578109615,2332.5611578109615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.5684034430033,1686.5684034430033,1686.5684034430033,645.992754367958,645.992754367958,645.992754367958,0.0,0.0,0.0,9336.76301567928
269,2013-11-19,7005.059233396733,4676.081623353796,11104.970493973595,7005.059233396733,7005.059233396733,1059.2635415877944,1059.2635415877944,1059.2635415877944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.08253188998964,323.08253188998964,323.08253188998964,736.1810096978048,736.1810096978048,736.1810096978048,0.0,0.0,0.0,8064.322774984528
270,2013-11-20,7005.9166089251485,4712.474608952379,11547.371499569617,7005.9166089251485,7005.9166089251485,894.8676693904803,894.8676693904803,894.8676693904803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.036316486011636,60.036316486011636,60.036316486011636,834.8313529044686,834.8313529044686,834.8313529044686,0.0,0.0,0.0,7900.784278315628
271,2013-11-21,7006.773984453563,4478.798972751063,11172.182277802058,7006.773984453563,7006.773984453563,784.6916523110698,784.6916523110698,784.6916523110698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.16381236601927,-157.16381236601927,-157.16381236601927,941.855464677089,941.855464677089,941.855464677089,0.0,0.0,0.0,7791.465636764632
272,2013-11-22,7007.631359981977,4133.660565452359,11323.438338001766,7007.631359981977,7007.631359981977,854.197031851847,854.197031851847,854.197031851847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.70815972046697,-202.70815972046697,-202.70815972046697,1056.905191572314,1056.905191572314,1056.905191572314,0.0,0.0,0.0,7861.828391833824
273,2013-11-23,7008.488735510391,4001.54426230176,10451.205595879315,7008.488735510391,7008.488735510391,321.50731203604596,321.50731203604596,321.50731203604596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538518186,-857.8598538518186,-857.8598538518186,1179.3671658878645,1179.3671658878645,1179.3671658878645,0.0,0.0,0.0,7329.996047546437
274,2013-11-25,7010.20348656722,6678.470227535583,13608.183411872698,7010.20348656722,7010.20348656722,3129.3350236193837,3129.3350236193837,3129.3350236193837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.5684034433557,1686.5684034433557,1686.5684034433557,1442.766620176028,1442.766620176028,1442.766620176028,0.0,0.0,0.0,10139.538510186605
275,2013-11-26,7011.0608620956355,5481.902851101371,12160.25150048489,7011.0608620956355,7011.0608620956355,1904.286647138734,1904.286647138734,1904.286647138734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.08253188804576,323.08253188804576,323.08253188804576,1581.204115250688,1581.204115250688,1581.204115250688,0.0,0.0,0.0,8915.347509234369
276,2013-11-27,7011.91823750559,5440.5063381122545,12200.340214723075,7011.91823750559,7011.91823750559,1782.1295767613572,1782.1295767613572,1782.1295767613572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.036316485913034,60.036316485913034,60.036316485913034,1722.093260275444,1722.093260275444,1722.093260275444,0.0,0.0,0.0,8794.047814266947
277,2013-11-28,7012.775612915544,5236.294144115701,12203.125556196836,7012.775612915544,7012.775612915544,1706.5008983429666,1706.5008983429666,1706.5008983429666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.16381236936334,-157.16381236936334,-157.16381236936334,1863.66471071233,1863.66471071233,1863.66471071233,0.0,0.0,0.0,8719.276511258511
278,2013-11-29,7013.632988325498,5653.465278080276,12304.107493191104,7013.632988325498,7013.632988325498,1801.2905092588358,1801.2905092588358,1801.2905092588358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.70815971834637,-202.70815971834637,-202.70815971834637,2003.9986689771822,2003.9986689771822,2003.9986689771822,0.0,0.0,0.0,8814.923497584334
279,2013-11-30,7014.490363735453,5119.482146534995,11808.372405776905,7014.490363735453,7014.490363735453,1283.2048241172483,1283.2048241172483,1283.2048241172483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538514781,-857.8598538514781,-857.8598538514781,2141.0646779687263,2141.0646779687263,2141.0646779687263,0.0,0.0,0.0,8297.695187852702
280,2013-12-02,7016.205114555361,7811.202652880403,14817.555114268873,7016.205114555361,7016.205114555361,4083.55031066719,4083.55031066719,4083.55031066719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.568403442355,1686.568403442355,1686.568403442355,2396.9819072248342,2396.9819072248342,2396.9819072248342,0.0,0.0,0.0,11099.755425222551
281,2013-12-03,7017.062489965317,6482.777475402204,13179.614574208137,7017.062489965318,7017.062489965318,2834.705999654315,2834.705999654315,2834.705999654315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0825318912939,323.0825318912939,323.0825318912939,2511.6234677630214,2511.6234677630214,2511.6234677630214,0.0,0.0,0.0,9851.768489619632
282,2013-12-04,7017.91986537527,6383.448369650809,12849.420726592609,7017.91986537527,7017.91986537527,2674.710007338965,2674.710007338965,2674.710007338965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.03631648765629,60.03631648765629,60.03631648765629,2614.6736908513085,2614.6736908513085,2614.6736908513085,0.0,0.0,0.0,9692.629872714235
283,2013-12-05,7018.777240785225,6134.934818212907,12977.861681084543,7018.777240785225,7018.777240785225,2547.074909311326,2547.074909311326,2547.074909311326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.16381236578246,-157.16381236578246,-157.16381236578246,2704.238721677108,2704.238721677108,2704.238721677108,0.0,0.0,0.0,9565.85215009655
284,2013-12-06,7019.63461619518,6234.139846015989,12924.55223644957,7019.63461619518,7019.63461619518,2575.883961658465,2575.883961658465,2575.883961658465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.7081597162257,-202.7081597162257,-202.7081597162257,2778.5921213746906,2778.5921213746906,2778.5921213746906,0.0,0.0,0.0,9595.518577853645
285,2013-12-07,7020.491991605134,5405.817249886686,12127.347048718379,7020.491991605134,7020.491991605134,1978.3568015211442,1978.3568015211442,1978.3568015211442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538511374,-857.8598538511374,-857.8598538511374,2836.216655372282,2836.216655372282,2836.216655372282,0.0,0.0,0.0,8998.848793126279
286,2013-12-09,7022.206742425043,8284.677522138763,14881.65706270639,7022.206742425043,7022.206742425043,4583.0437961435355,4583.0437961435355,4583.0437961435355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.5684034430467,1686.5684034430467,1686.5684034430467,2896.475392700489,2896.475392700489,2896.475392700489,0.0,0.0,0.0,11605.250538568578
287,2013-12-10,7023.064117834997,6980.602040108801,13833.801662131791,7023.064117834997,7023.064117834997,3220.512945636015,3220.512945636015,3220.512945636015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.08253188935004,323.08253188935004,323.08253188935004,2897.4304137466647,2897.4304137466647,2897.4304137466647,0.0,0.0,0.0,10243.577063471012
288,2013-12-11,7023.921493244952,6663.164717163506,13199.69854404181,7023.921493244952,7023.921493244952,2938.3795104675137,2938.3795104675137,2938.3795104675137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.03631648677412,60.03631648677412,60.03631648677412,2878.3431939807397,2878.3431939807397,2878.3431939807397,0.0,0.0,0.0,9962.301003712466
289,2013-12-12,7024.778868654906,6249.854131657334,13181.215416218367,7024.778868654906,7024.778868654906,2682.0217718509202,2682.0217718509202,2682.0217718509202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157.1638123680748,-157.1638123680748,-157.1638123680748,2839.1855842189957,2839.1855842189957,2839.1855842189957,0.0,0.0,0.0,9706.800640505826
290,2013-12-13,7025.636244064861,6188.326985287669,12960.626215908062,7025.636244064861,7025.636244064861,2577.5607992830346,2577.5607992830346,2577.5607992830346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202.7081597158726,-202.7081597158726,-202.7081597158726,2780.2689589989072,2780.2689589989072,2780.2689589989072,0.0,0.0,0.0,9603.197043347896
291,2013-12-14,7026.493619474814,5419.8123928760215,12184.742784913426,7026.493619474814,7026.493619474814,1844.3806960908828,1844.3806960908828,1844.3806960908828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857.8598538498233,-857.8598538498233,-857.8598538498233,2702.240549940706,2702.240549940706,2702.240549940706,0.0,0.0,0.0,8870.874315565698
292,2013-12-16,7028.208370294724,7652.996539173321,14722.855291713451,7028.208370294724,7028.208370294724,4179.609593868904,4179.609593868904,4179.609593868904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.5684034437388,1686.5684034437388,1686.5684034437388,2493.041190425165,2493.041190425165,2493.041190425165,0.0,0.0,0.0,11207.817964163627
293,2013-12-17,7029.065745704678,6531.493671509622,13227.118426330586,7029.065745704678,7029.065745704678,2687.788038248437,2687.788038248437,2687.788038248437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.08253188740616,323.08253188740616,323.08253188740616,2364.7055063610305,2364.7055063610305,2364.7055063610305,0.0,0.0,0.0,9716.853783953115
294,2013-12-18,7029.9231211146325,5896.107801693387,12768.007690091878,7029.9231211146325,7029.9231211146325,2282.9073441696255,2282.9073441696255,2282.9073441696255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.03631648589188,60.03631648589188,60.03631648589188,2222.8710276837332,2222.8710276837332,2222.8710276837332,0.0,0.0,0.0,9312.830465284258
295,2013-12-19,7030.780496524587,6165.320098307246,12828.34662413483,7030.780496524587,7030.780496524587,2551.9027368666434,2551.9027368666434,2551.9027368666434,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-157.1638123679564,-157.1638123679564,-157.1638123679564,2069.5546044417674,2069.5546044417674,2069.5546044417674,0.0,0.0,0.0,9582.68323339123
296,2013-12-20,7031.637871934541,6048.690286078018,12652.606423060808,7031.637871934541,7031.637871934541,2343.7458418976476,2343.7458418976476,2343.7458418976476,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,639.5119447928325,0.0,0.0,0.0,-202.70815971736565,-202.70815971736565,-202.70815971736565,1906.9420568221803,1906.9420568221803,1906.9420568221803,0.0,0.0,0.0,9375.383713832189
